,date,open,high,low,close,volume
0,2017-07-11 06:00:00,16355.0,16445.0,16180.0,16299.99,602.827
1,2017-07-11 07:00:00,16299.99,17060.58,16250.12,16948.99,1554.898
2,2017-07-11 08:00:00,16948.0,17049.9,16751.01,16806.81,593.694
3,2017-07-11 09:00:00,16834.0,16950.0,16757.0,16937.0,583.604
4,2017-07-11 10:00:00,16937.0,16965.0,16721.0,16851.0,316.066
5,2017-07-11 11:00:00,16897.0,16897.0,16750.01,16849.99,266.938
6,2017-07-11 12:00:00,16847.0,16941.24,16780.0,16941.24,377.362
7,2017-07-11 13:00:00,16900.1,16948.0,16750.0,16799.98,253.179
8,2017-07-11 14:00:00,16794.98,16800.0,16549.0,16679.99,316.834
9,2017-07-11 15:00:00,16679.99,16799.5,16585.0,16645.0,728.525
10,2017-07-11 16:00:00,16648.0,16820.67,16612.01,16779.0,956.523
11,2017-07-11 17:00:00,16700.1,16769.0,16608.11,16642.0,249.93
12,2017-07-11 18:00:00,16641.99,16732.0,16568.0,16599.0,49.705
13,2017-07-11 19:00:00,16649.9,16700.0,16450.03,16549.9,405.34
14,2017-07-11 20:00:00,16549.6,16600.0,16400.01,16600.0,216.325
15,2017-07-11 21:00:00,16600.0,16681.0,16510.59,16536.3,202.673
16,2017-07-11 22:00:00,16680.85,16731.99,16579.25,16615.01,146.863
17,2017-07-11 23:00:00,16615.01,16723.91,16380.0,16445.0,188.823
18,2017-07-12 00:00:00,16445.0,16499.87,16240.2,16292.02,435.597
19,2017-07-12 01:00:00,16300.0,16416.4,16160.0,16259.64,744.734
20,2017-07-12 02:00:00,16259.6,16259.64,16150.0,16208.99,421.82
21,2017-07-12 03:00:00,16209.0,16451.64,16202.01,16340.26,404.061
22,2017-07-12 04:00:00,16211.29,16550.0,16211.22,16500.0,828.24
23,2017-07-12 05:00:00,16500.0,16549.01,16237.32,16329.99,407.51
24,2017-07-12 06:00:00,16329.99,16449.67,16280.55,16398.0,221.061
25,2017-07-12 07:00:00,16398.0,16438.0,16365.0,16404.99,256.267
26,2017-07-12 08:00:00,16404.99,16500.0,16385.1,16500.0,302.779
