,date,open,high,low,close,volume
0,2013-06-11 16:00:00,680.0,680.0,680.0,680.0,0.005
1,2013-06-12 16:00:00,680.0,680.0,669.0,670.0,0.006
2,2013-06-13 16:00:00,680.0,680.0,675.0,675.0,0.07
3,2013-06-18 16:00:00,673.75,673.75,665.95,668.85,10.26299995
4,2013-06-19 16:00:00,671.6,675.06,656.36,674.57,45.17199976
5,2013-06-20 16:00:00,674.57,680.45,649.29,660.16,102.96899985
6,2013-06-21 16:00:00,660.16,666.87,642.89,650.54,592.71199983
7,2013-06-22 16:00:00,650.36,672.73,644.62,668.12,522.61599985
8,2013-06-23 16:00:00,669.57,669.78,609.0,629.36,499.32199977
9,2013-06-24 16:00:00,629.52,640.07,613.19,626.41,466.05099979
10,2013-06-25 16:00:00,626.58,634.98,618.19,625.05,453.5789528
11,2013-06-26 16:00:00,615.84,626.41,609.96,613.99,369.24559981
12,2013-06-27 16:00:00,613.72,622.45,589.82,600.11,386.25844982
13,2013-06-28 16:00:00,603.87,604.2,572.75,585.94,342.66768272
14,2013-06-29 16:00:00,585.94,595.11,581.38,593.07,416.83401979
15,2013-06-30 16:00:00,593.07,593.39,549.46,551.0,673.9954998
16,2013-07-01 16:00:00,543.97,554.29,511.84,544.83,574.34899977
17,2013-07-02 16:00:00,544.9,557.3,516.47,521.02,580.80576978
18,2013-07-03 16:00:00,520.89,524.07,451.94,489.08,544.84840978
19,2013-07-04 16:00:00,482.74,498.08,436.85,447.41,637.16799981
20,2013-07-05 16:00:00,448.07,455.37,400.88,420.56,452.71469875
21,2013-07-06 16:00:00,417.75,430.89,409.41,421.05,578.39796679
22,2013-07-07 16:00:00,421.39,495.2,412.36,468.32,559.85814358
23,2013-07-08 16:00:00,462.14,500.0,450.04,454.19,669.29999984
24,2013-07-09 16:00:00,454.19,482.16,452.78,467.75,639.38129976
25,2013-07-10 16:00:00,467.75,538.74,464.78,518.55,620.60389981
26,2013-07-11 16:00:00,521.01,596.49,519.42,582.28,1229.30746957
27,2013-07-12 16:00:00,574.66,580.18,529.32,559.13,1733.12514725
28,2013-07-13 16:00:00,558.9,590.97,548.9,563.42,1245.28189264
29,2013-07-14 16:00:00,563.94,584.87,544.35,572.18,1003.11813974
30,2013-07-15 16:00:00,571.97,582.52,564.43,575.62,1338.30016752
31,2013-07-16 16:00:00,575.7,580.6,570.34,573.42,1137.14815265
32,2013-07-17 16:00:00,576.61,579.24,516.2,523.74,1569.73181459
33,2013-07-18 16:00:00,523.42,541.2,517.21,540.5,2217.21602419
34,2013-07-19 16:00:00,542.75,551.65,519.38,532.92,741.63706167
35,2013-07-20 16:00:00,532.91,535.08,504.93,505.02,579.97860678
36,2013-07-21 16:00:00,505.02,530.35,505.0,525.96,680.03999966
37,2013-07-22 16:00:00,525.94,550.0,519.66,545.47,741.58242059
38,2013-07-23 16:00:00,543.0,547.82,529.3,536.9,948.21654557
39,2013-07-24 16:00:00,537.43,546.98,528.53,546.05,572.30720274
40,2013-07-25 16:00:00,546.05,549.25,539.56,545.12,673.68855992
41,2013-07-26 16:00:00,545.12,548.0,524.86,538.42,685.07678411
42,2013-07-27 16:00:00,538.8,544.2,524.57,541.07,696.05592107
43,2013-07-28 16:00:00,541.72,555.36,530.0,552.95,999.59576765
44,2013-07-29 16:00:00,553.02,567.92,545.47,567.92,1036.93956264
45,2013-07-30 16:00:00,568.08,599.49,562.63,581.95,1230.4013655
46,2013-07-31 16:00:00,581.68,598.0,569.55,584.72,1368.07099941
47,2013-08-01 16:00:00,584.72,584.72,556.95,579.82,833.20799955
48,2013-08-02 16:00:00,579.46,586.01,570.28,578.9,1052.6489995
49,2013-08-03 16:00:00,578.93,586.0,572.21,579.28,891.19199958
50,2013-08-04 16:00:00,579.07,596.04,578.52,589.52,595.57599973
51,2013-08-05 16:00:00,589.88,593.5,584.66,590.4,718.28499975
52,2013-08-06 16:00:00,590.4,591.98,580.76,585.461,837.1869999
53,2013-08-07 16:00:00,585.461,588.05,568.99,571.89,1094.05099991
54,2013-08-08 16:00:00,572.1,580.24,570.5,571.21,1188.21399988
55,2013-08-09 16:00:00,571.21,575.3,567.61,573.88,902.19099987
56,2013-08-10 16:00:00,573.88,579.96,572.58,578.42,975.74899989
57,2013-08-11 16:00:00,577.0,582.89,576.71,579.85,1186.51699984
58,2013-08-12 16:00:00,579.85,588.79,576.23,583.46,1039.00099967
59,2013-08-13 16:00:00,583.46,601.36,579.21,595.76,1350.51799961
60,2013-08-14 16:00:00,595.76,610.0,593.11,605.21,2965.88199926
